platform,post_type,topic,day_of_week,is_weekend,post_hour,followers,hashtags_count,caption_length,sentiment,likes,comments,shares,engagement_rate
Twitter,Video,Business,Thursday,0,4,484544,6,399,Neutral,7346,826,2086,2.117
Twitter,Reel,Travel,Wednesday,0,22,190003,5,25,Negative,4020,560,1027,2.951
Facebook,Story,Business,Tuesday,0,18,317541,11,273,Positive,6999,1196,1014,2.9
Facebook,Carousel,Fashion,Monday,0,0,342548,18,578,Negative,3294,674,732,1.372
TikTok,Reel,Food,Monday,0,2,65505,12,103,Neutral,1661,175,219,3.137
TikTok,Story,Food,Monday,0,1,124248,10,99,Negative,1601,264,185,1.65
TikTok,Reel,Business,Friday,0,9,208150,10,423,Positive,6607,645,2031,4.46
Facebook,Image,Food,Saturday,1,10,230404,10,311,Negative,3256,585,325,1.808
Twitter,Text,Business,Thursday,0,17,7082,12,278,Neutral,81,14,20,1.628
Facebook,Video,Food,Monday,0,16,322609,25,156,Positive,3640,334,1149,1.588
YouTube,Story,Fitness,Wednesday,0,0,150696,17,111,Positive,3313,532,442,2.845
Facebook,Image,Fashion,Sunday,1,11,161499,13,445,Negative,2796,442,370,2.234
Instagram,Story,Travel,Tuesday,0,18,301701,23,221,Negative,5809,961,966,2.564
LinkedIn,Video,Tech,Thursday,0,21,474411,16,468,Positive,16483,1756,2540,4.38
YouTube,Carousel,Business,Thursday,0,7,432549,29,271,Neutral,3063,501,476,0.934
YouTube,Video,Tech,Wednesday,0,1,489846,17,244,Negative,8593,1446,865,2.226
Instagram,Reel,Entertainment,Thursday,0,3,207044,6,145,Neutral,6587,742,1425,4.228
Facebook,Carousel,Business,Thursday,0,8,60276,17,398,Positive,811,71,123,1.667
Instagram,Reel,Fitness,Thursday,0,10,108382,23,177,Neutral,3649,644,344,4.278
Facebook,Image,Entertainment,Saturday,1,8,172238,6,546,Neutral,2446,379,553,1.961
LinkedIn,Carousel,Business,Friday,0,2,150470,6,250,Positive,2617,313,329,2.166
Facebook,Story,Tech,Monday,0,8,104382,18,490,Negative,1037,175,56,1.215
Instagram,Story,Business,Monday,0,6,75862,27,287,Positive,854,77,272,1.586
LinkedIn,Video,Food,Wednesday,0,11,93801,10,254,Negative,1664,275,163,2.241
Instagram,Carousel,Business,Sunday,1,1,329309,15,277,Negative,5941,719,598,2.204
Facebook,Carousel,Entertainment,Monday,0,18,245744,20,270,Negative,4027,305,1283,2.285
Instagram,Text,Entertainment,Monday,0,10,19261,20,292,Negative,266,47,6,1.657
Instagram,Text,Travel,Friday,0,7,282131,4,533,Positive,5090,853,735,2.367
Twitter,Image,Fashion,Thursday,0,21,421255,12,424,Positive,7756,684,1127,2.271
YouTube,Reel,Tech,Tuesday,0,17,213113,30,30,Negative,1413,241,38,0.794
TikTok,Video,Fashion,Tuesday,0,3,159638,27,44,Negative,2148,363,21,1.586
Instagram,Video,Entertainment,Friday,0,3,136641,23,23,Negative,2148,355,224,1.996
Instagram,Story,Fitness,Thursday,0,0,190019,0,417,Neutral,3554,277,581,2.322
Twitter,Reel,Food,Friday,0,13,139671,12,131,Neutral,3634,338,954,3.527
LinkedIn,Carousel,Travel,Tuesday,0,8,462144,1,237,Positive,11460,1933,2020,3.335
TikTok,Story,Fashion,Thursday,0,9,496068,9,498,Positive,22786,3892,854,5.55
TikTok,Carousel,Travel,Sunday,1,12,171972,26,87,Neutral,4277,403,950,3.274
Twitter,Text,Food,Wednesday,0,12,461876,12,100,Positive,5880,686,575,1.546
Facebook,Video,Business,Wednesday,0,0,426870,5,56,Positive,8321,770,2669,2.755
Instagram,Video,Tech,Tuesday,0,2,38411,22,178,Positive,725,97,167,2.576
Instagram,Carousel,Entertainment,Friday,0,18,245673,23,62,Positive,6120,964,1352,3.434
Instagram,Text,Tech,Monday,0,22,328447,20,381,Negative,4437,295,963,1.734
YouTube,Reel,Food,Tuesday,0,20,211354,25,444,Negative,2738,439,668,1.819
Facebook,Carousel,Food,Friday,0,21,228710,21,118,Negative,4137,627,741,2.407
TikTok,Story,Business,Monday,0,11,247335,19,319,Positive,5033,567,336,2.4
LinkedIn,Text,Fitness,Sunday,1,19,344562,27,188,Neutral,1950,332,99,0.691
LinkedIn,Image,Fashion,Wednesday,0,21,147234,10,57,Negative,2879,225,433,2.402
Twitter,Reel,Travel,Wednesday,0,21,298681,14,285,Neutral,6325,484,1972,2.94
TikTok,Text,Travel,Thursday,0,3,122123,17,421,Neutral,1183,156,229,1.284
Instagram,Carousel,Travel,Friday,0,3,444681,20,144,Negative,5575,718,657,1.563
Instagram,Carousel,Tech,Thursday,0,9,42794,14,474,Negative,751,82,235,2.495
Twitter,Video,Fashion,Sunday,1,12,33960,13,595,Negative,570,109,66,2.195
Twitter,Text,Travel,Sunday,1,22,19345,5,43,Neutral,270,24,28,1.664
LinkedIn,Text,Fashion,Tuesday,0,7,175124,19,106,Neutral,1688,182,499,1.353
TikTok,Carousel,Travel,Friday,0,19,303320,3,180,Negative,10817,1696,427,4.266
LinkedIn,Video,Fashion,Wednesday,0,21,492754,14,511,Negative,11850,2312,2089,3.298
Facebook,Carousel,Business,Sunday,1,23,227595,12,93,Neutral,6231,886,1438,3.759
Facebook,Carousel,Fashion,Tuesday,0,4,91551,24,287,Neutral,813,58,244,1.218
TikTok,Carousel,Fitness,Wednesday,0,5,184438,14,327,Neutral,4871,496,434,3.145
Facebook,Video,Business,Friday,0,5,64103,0,86,Positive,998,91,174,1.971
LinkedIn,Text,Food,Saturday,1,17,236257,15,34,Neutral,3869,481,411,2.015
LinkedIn,Video,Tech,Monday,0,16,364621,6,79,Neutral,9654,1512,1621,3.507
TikTok,Text,Tech,Thursday,0,9,18248,11,43,Negative,464,50,44,3.058
TikTok,Image,Food,Wednesday,0,2,388828,9,305,Neutral,5149,678,713,1.682
Twitter,Carousel,Tech,Friday,0,12,114666,5,562,Positive,2070,330,220,2.285
Facebook,Reel,Entertainment,Thursday,0,17,336300,29,218,Negative,2176,200,301,0.796
Twitter,Reel,Entertainment,Sunday,1,11,407840,7,161,Neutral,10594,904,1484,3.183
Twitter,Reel,Entertainment,Sunday,1,6,388209,15,148,Positive,9219,1500,772,2.96
Facebook,Reel,Entertainment,Friday,0,14,335105,25,588,Negative,2441,183,777,1.015
LinkedIn,Image,Fitness,Friday,0,15,347013,11,575,Neutral,7382,579,933,2.563
Facebook,Carousel,Food,Sunday,1,14,94216,29,392,Neutral,458,32,129,0.657
LinkedIn,Text,Travel,Tuesday,0,20,68317,12,283,Negative,692,86,37,1.193
TikTok,Reel,Fashion,Saturday,1,7,190935,29,104,Negative,2548,370,444,1.761
YouTube,Text,Business,Saturday,1,14,304306,14,557,Neutral,4593,660,1144,2.102
Instagram,Story,Travel,Monday,0,20,309273,0,10,Neutral,6477,792,1397,2.802
TikTok,Video,Food,Sunday,1,5,388549,26,106,Negative,4230,554,597,1.385
Instagram,Image,Fitness,Friday,0,6,154593,26,410,Positive,1942,178,439,1.655
Twitter,Image,Food,Wednesday,0,1,432825,29,118,Negative,1335,215,69,0.374
Facebook,Text,Food,Thursday,0,8,224849,3,73,Neutral,1835,339,113,1.017
Instagram,Text,Fashion,Thursday,0,1,123494,26,361,Negative,376,53,85,0.416
Facebook,Video,Tech,Sunday,1,17,367840,10,25,Neutral,8484,950,1432,2.954
Instagram,Reel,Tech,Sunday,1,2,64151,26,169,Negative,812,128,52,1.547
TikTok,Reel,Food,Saturday,1,16,202953,29,389,Positive,3014,251,350,1.781
Instagram,Carousel,Entertainment,Friday,0,13,390654,6,119,Negative,10129,1095,2117,3.415
Twitter,Video,Fashion,Monday,0,23,385667,11,458,Positive,10583,1817,219,3.272
TikTok,Reel,Fitness,Sunday,1,8,128645,8,65,Neutral,6550,637,2099,7.218
YouTube,Reel,Food,Monday,0,8,83692,9,371,Positive,3421,261,586,5.1
YouTube,Video,Food,Tuesday,0,5,16448,18,54,Negative,293,37,28,2.174
Instagram,Video,Fashion,Monday,0,12,45143,12,441,Negative,1150,164,192,3.335
YouTube,Carousel,Travel,Sunday,1,5,412694,20,454,Positive,4882,763,1313,1.686
LinkedIn,Text,Fitness,Thursday,0,2,391910,20,478,Negative,1797,149,292,0.571
Facebook,Image,Food,Tuesday,0,22,253242,6,176,Positive,4356,708,733,2.289
Twitter,Story,Travel,Monday,0,16,285269,1,149,Neutral,3015,310,846,1.462
YouTube,Carousel,Travel,Wednesday,0,2,163653,23,587,Positive,2087,418,380,1.763
Twitter,Carousel,Fashion,Saturday,1,14,96427,5,440,Positive,1532,137,210,1.949
Facebook,Image,Fitness,Sunday,1,7,6208,6,118,Positive,140,10,42,3.095
YouTube,Story,Travel,Thursday,0,4,336105,18,27,Neutral,3495,483,546,1.346
YouTube,Video,Tech,Friday,0,11,18146,8,219,Neutral,520,43,52,3.391
YouTube,Story,Travel,Saturday,1,18,52960,5,402,Negative,941,130,85,2.182
YouTube,Carousel,Food,Sunday,1,0,396415,9,231,Positive,10863,1013,2014,3.504
YouTube,Story,Business,Tuesday,0,8,291624,16,486,Negative,4390,523,721,1.932
Twitter,Video,Food,Sunday,1,22,245108,26,305,Positive,3078,288,879,1.732
Facebook,Image,Entertainment,Thursday,0,9,109588,30,594,Positive,458,55,84,0.545
LinkedIn,Reel,Fitness,Sunday,1,2,75286,22,523,Positive,1102,97,328,2.028
Facebook,Reel,Tech,Monday,0,10,233516,27,288,Positive,2547,300,728,1.531
Twitter,Text,Food,Monday,0,16,179573,16,502,Neutral,2011,196,600,1.563
LinkedIn,Image,Entertainment,Sunday,1,23,267290,12,274,Negative,3300,549,323,1.561
YouTube,Story,Fashion,Friday,0,15,83069,25,15,Negative,889,150,181,1.469
Facebook,Carousel,Fitness,Tuesday,0,1,116106,9,191,Negative,1685,156,492,2.009
Facebook,Story,Business,Sunday,1,19,56884,25,251,Neutral,825,58,111,1.748
TikTok,Story,Fitness,Monday,0,18,212527,30,586,Positive,1320,97,421,0.865
Instagram,Story,Tech,Friday,0,15,138515,12,498,Neutral,3782,341,570,3.388
LinkedIn,Reel,Food,Tuesday,0,21,112118,19,96,Negative,2510,323,459,2.936
TikTok,Reel,Food,Monday,0,18,274979,24,10,Positive,9793,1120,1533,4.526
LinkedIn,Text,Food,Saturday,1,5,248957,24,321,Positive,1387,290,295,0.792
Twitter,Image,Entertainment,Saturday,1,10,105398,6,324,Negative,1028,190,251,1.394
TikTok,Carousel,Tech,Monday,0,12,349666,29,443,Positive,3348,235,487,1.164
Twitter,Reel,Travel,Monday,0,11,172163,15,163,Negative,3664,313,773,2.759
TikTok,Reel,Entertainment,Friday,0,15,171012,1,489,Negative,3917,290,1305,3.223
Twitter,Text,Entertainment,Monday,0,16,239226,3,253,Neutral,2258,192,555,1.256
Instagram,Reel,Fitness,Saturday,1,2,69954,22,207,Neutral,1136,151,177,2.093
LinkedIn,Image,Entertainment,Sunday,1,13,210304,13,257,Positive,4810,385,1482,3.175
Instagram,Carousel,Food,Saturday,1,0,291407,3,567,Neutral,6367,456,1319,2.794
YouTube,Text,Fitness,Tuesday,0,12,64749,16,241,Negative,627,50,127,1.241
LinkedIn,Story,Travel,Tuesday,0,10,282665,18,340,Negative,3099,459,363,1.387
Twitter,Video,Tech,Friday,0,4,19913,2,536,Neutral,306,19,47,1.868
Twitter,Video,Tech,Monday,0,23,301941,10,20,Negative,5333,1029,637,2.318
LinkedIn,Carousel,Entertainment,Thursday,0,6,18211,14,326,Negative,372,39,36,2.454
Facebook,Video,Fashion,Thursday,0,1,87954,24,427,Positive,909,99,171,1.34
Facebook,Text,Food,Saturday,1,8,175414,20,543,Neutral,1592,202,278,1.181
Twitter,Text,Fitness,Tuesday,0,18,307505,2,46,Neutral,4083,521,510,1.663
Facebook,Reel,Fitness,Saturday,1,0,359541,19,438,Neutral,7099,824,1033,2.491
TikTok,Story,Travel,Friday,0,11,234729,27,483,Negative,2126,299,605,1.291
Instagram,Image,Entertainment,Tuesday,0,10,66062,1,217,Negative,1580,157,128,2.823
TikTok,Video,Business,Wednesday,0,20,194047,30,450,Neutral,1665,163,151,1.02
Twitter,Video,Entertainment,Monday,0,0,393596,2,301,Positive,6105,434,1687,2.09
LinkedIn,Video,Fitness,Thursday,0,0,45613,19,398,Negative,689,103,87,1.927
Instagram,Reel,Entertainment,Tuesday,0,13,357979,10,240,Negative,8511,1166,758,2.915
Twitter,Image,Fitness,Monday,0,4,193194,22,114,Negative,1188,166,64,0.734
TikTok,Image,Travel,Thursday,0,16,2469,26,498,Neutral,49,9,4,2.511
Facebook,Story,Business,Thursday,0,6,347446,26,137,Positive,2249,311,640,0.921
Instagram,Story,Entertainment,Monday,0,13,13860,26,120,Neutral,217,37,17,1.952
LinkedIn,Video,Tech,Tuesday,0,0,185140,25,532,Positive,2370,313,637,1.793
Instagram,Video,Entertainment,Monday,0,16,97919,9,562,Neutral,4441,542,564,5.665
Facebook,Text,Fitness,Friday,0,12,292202,14,369,Negative,2206,317,276,0.958
Twitter,Text,Entertainment,Wednesday,0,0,28532,22,352,Positive,239,21,40,1.053
LinkedIn,Story,Business,Monday,0,6,45979,5,222,Negative,506,50,139,1.511
LinkedIn,Carousel,Entertainment,Tuesday,0,1,265905,17,370,Positive,3547,463,572,1.723
TikTok,Image,Fashion,Sunday,1,1,496971,16,369,Positive,14568,1045,2765,3.698
YouTube,Carousel,Fashion,Tuesday,0,16,20293,30,314,Negative,88,9,21,0.582
Instagram,Text,Fashion,Friday,0,10,230643,1,396,Positive,3997,711,788,2.383
Twitter,Text,Fashion,Thursday,0,19,401421,2,337,Negative,2323,305,539,0.789
Instagram,Text,Fashion,Tuesday,0,6,145731,0,528,Negative,1824,116,261,1.51
Instagram,Story,Travel,Wednesday,0,17,246734,16,403,Positive,4478,326,1014,2.358
Facebook,Reel,Fashion,Monday,0,14,419422,17,237,Positive,8852,1572,653,2.641
LinkedIn,Video,Fashion,Saturday,1,15,364113,18,396,Positive,9843,1845,976,3.478
YouTube,Carousel,Travel,Wednesday,0,19,146959,7,145,Positive,6097,843,449,5.028
TikTok,Reel,Business,Thursday,0,16,375475,9,136,Negative,14408,1271,2881,4.943
LinkedIn,Carousel,Tech,Tuesday,0,17,338045,12,497,Negative,5824,708,1625,2.413
TikTok,Carousel,Travel,Saturday,1,17,253628,1,353,Negative,6988,771,1818,3.776
Facebook,Video,Fitness,Tuesday,0,10,220845,23,41,Negative,3184,583,769,2.054
YouTube,Video,Fitness,Thursday,0,17,462718,1,219,Negative,7831,985,679,2.052
YouTube,Reel,Tech,Sunday,1,20,437202,20,590,Negative,14527,2325,1318,4.156
Instagram,Story,Business,Friday,0,17,495125,14,385,Negative,10997,1163,1352,2.729
Twitter,Reel,Tech,Friday,0,14,337853,30,522,Neutral,1353,230,93,0.496
TikTok,Video,Fashion,Sunday,1,1,179927,21,333,Negative,2431,274,246,1.64
Twitter,Image,Food,Tuesday,0,10,55253,14,35,Positive,813,88,58,1.736
YouTube,Image,Business,Sunday,1,1,63369,21,116,Neutral,821,102,106,1.624
YouTube,Carousel,Fashion,Thursday,0,2,475621,3,64,Negative,8359,1237,1733,2.382
Twitter,Text,Business,Wednesday,0,8,181937,5,443,Positive,1796,350,365,1.38
Instagram,Story,Entertainment,Tuesday,0,11,55665,15,456,Positive,1186,144,174,2.701
Twitter,Story,Entertainment,Saturday,1,12,112065,26,279,Positive,908,159,46,0.993
Facebook,Image,Food,Sunday,1,21,10930,25,437,Positive,120,14,19,1.396
Twitter,Reel,Tech,Friday,0,18,265737,11,335,Neutral,7341,812,1693,3.705
LinkedIn,Video,Fashion,Monday,0,10,295681,8,446,Negative,5667,558,789,2.372
Twitter,Video,Business,Thursday,0,8,189504,29,406,Positive,1554,106,366,1.069
Facebook,Text,Fashion,Saturday,1,17,372189,17,278,Negative,3835,696,631,1.387
Facebook,Image,Fitness,Wednesday,0,6,240484,3,395,Negative,3336,234,468,1.679
TikTok,Carousel,Food,Saturday,1,21,479989,6,197,Negative,17995,1909,2977,4.767
Instagram,Text,Business,Friday,0,18,381712,25,451,Negative,2477,250,609,0.874
Facebook,Video,Fitness,Monday,0,16,38114,27,549,Positive,335,56,56,1.172
YouTube,Text,Fitness,Thursday,0,5,137373,28,131,Neutral,418,76,38,0.387
Instagram,Carousel,Business,Tuesday,0,14,377236,0,403,Negative,7580,1307,1042,2.632
Twitter,Reel,Entertainment,Thursday,0,19,268968,25,75,Negative,2863,324,767,1.47
Facebook,Video,Food,Wednesday,0,1,376732,3,232,Neutral,6674,806,951,2.238
Instagram,Image,Travel,Saturday,1,4,167913,25,404,Negative,1407,131,213,1.043
Twitter,Text,Fitness,Sunday,1,12,19551,27,173,Negative,72,15,16,0.525
LinkedIn,Video,Business,Thursday,0,8,392587,11,149,Positive,9380,744,1893,3.061
Facebook,Reel,Travel,Thursday,0,17,392622,6,236,Negative,8468,1563,735,2.742
Instagram,Image,Food,Friday,0,9,319948,22,77,Positive,6244,1094,990,2.603
Instagram,Text,Business,Friday,0,23,202481,2,379,Neutral,3226,521,550,2.122
LinkedIn,Story,Entertainment,Friday,0,7,4748,17,87,Positive,81,14,13,2.285
YouTube,Image,Travel,Saturday,1,8,364062,10,206,Negative,7923,867,1542,2.838
Facebook,Video,Tech,Sunday,1,0,330195,13,194,Positive,13255,1284,1591,4.885
Facebook,Story,Food,Saturday,1,5,333995,25,581,Neutral,2066,236,380,0.803
Twitter,Text,Travel,Monday,0,5,85495,30,595,Negative,119,10,11,0.164
Twitter,Video,Fitness,Thursday,0,18,365743,12,56,Negative,7765,1280,1221,2.807
Facebook,Video,Fitness,Thursday,0,8,362374,9,102,Positive,13603,1648,1650,4.664
Instagram,Reel,Business,Thursday,0,4,428812,25,441,Negative,4854,860,491,1.447
LinkedIn,Story,Tech,Thursday,0,7,283885,12,186,Neutral,5862,992,345,2.536
Twitter,Carousel,Travel,Saturday,1,13,365905,6,390,Negative,5473,431,664,1.795
Twitter,Carousel,Fitness,Wednesday,0,18,201040,27,553,Neutral,1465,136,285,0.938
Facebook,Reel,Entertainment,Tuesday,0,23,348488,30,106,Positive,1635,192,285,0.606
YouTube,Video,Tech,Thursday,0,1,347186,8,578,Positive,10041,738,1154,3.437
LinkedIn,Video,Entertainment,Saturday,1,20,389905,4,40,Positive,12761,1807,623,3.896
Twitter,Reel,Tech,Wednesday,0,9,428368,4,145,Negative,9061,1320,285,2.49
Facebook,Video,Fashion,Monday,0,19,2091,18,309,Negative,42,7,9,2.79
TikTok,Reel,Business,Sunday,1,0,389482,9,529,Neutral,19099,2645,5520,7.0
YouTube,Carousel,Business,Tuesday,0,15,396344,19,336,Negative,5732,1006,749,1.889
Instagram,Story,Entertainment,Friday,0,22,272916,23,91,Positive,5179,707,508,2.343
YouTube,Image,Fitness,Saturday,1,0,260055,0,156,Negative,4069,855,800,2.201
TikTok,Story,Fitness,Tuesday,0,18,361485,26,459,Positive,5737,998,853,2.099
Instagram,Video,Travel,Wednesday,0,2,227917,0,341,Positive,3620,562,417,2.018
TikTok,Image,Travel,Tuesday,0,23,207250,3,17,Negative,6125,522,1722,4.038
Instagram,Reel,Travel,Tuesday,0,17,401777,22,305,Neutral,8757,1441,618,2.692
Instagram,Text,Food,Tuesday,0,21,394618,19,249,Positive,6344,696,1598,2.189
Instagram,Story,Business,Tuesday,0,21,103866,30,10,Negative,483,54,48,0.563
Twitter,Image,Food,Thursday,0,7,414611,17,155,Positive,7822,1001,1575,2.508
LinkedIn,Image,Fitness,Thursday,0,9,163582,12,561,Negative,1429,150,230,1.106
Twitter,Text,Fitness,Monday,0,16,69078,20,425,Positive,776,60,157,1.438
Instagram,Story,Travel,Saturday,1,4,439268,23,51,Positive,4736,445,1180,1.448
Facebook,Carousel,Fitness,Friday,0,7,119396,20,19,Positive,2439,415,331,2.668
YouTube,Reel,Tech,Monday,0,2,101883,11,214,Neutral,2324,324,163,2.759
YouTube,Story,Food,Saturday,1,21,135359,29,284,Positive,1626,300,153,1.536
TikTok,Story,Travel,Monday,0,5,246027,9,277,Positive,5322,993,1199,3.054
Instagram,Text,Food,Thursday,0,9,83457,10,421,Negative,1006,113,128,1.494
TikTok,Reel,Entertainment,Thursday,0,10,80198,8,112,Neutral,3489,617,691,5.981
TikTok,Text,Entertainment,Thursday,0,9,196571,9,37,Neutral,4481,624,692,2.949
LinkedIn,Reel,Fitness,Sunday,1,18,109359,6,406,Positive,4422,451,868,5.25
Instagram,Text,Food,Sunday,1,21,96920,18,539,Positive,2282,435,235,3.046
YouTube,Text,Tech,Tuesday,0,13,456125,22,108,Positive,5316,1078,1150,1.654
Twitter,Carousel,Business,Friday,0,20,297971,13,223,Negative,3738,309,998,1.693
Instagram,Text,Entertainment,Sunday,1,2,7401,28,379,Positive,35,7,7,0.668
Facebook,Reel,Travel,Saturday,1,23,51256,14,107,Positive,1877,142,443,4.804
Twitter,Story,Business,Sunday,1,2,407062,14,517,Negative,2687,484,216,0.832
Instagram,Text,Entertainment,Thursday,0,1,135324,2,143,Neutral,1749,246,197,1.62
Facebook,Image,Travel,Tuesday,0,0,76622,28,324,Negative,321,30,101,0.59
Twitter,Text,Fashion,Thursday,0,5,332927,4,209,Neutral,2072,380,434,0.867
YouTube,Video,Tech,Saturday,1,20,419095,5,403,Negative,14242,1810,1768,4.252
Instagram,Image,Business,Sunday,1,7,199573,28,127,Negative,1109,80,234,0.713
LinkedIn,Image,Travel,Friday,0,18,371566,16,67,Neutral,7517,1183,411,2.452
YouTube,Text,Fashion,Friday,0,10,211020,2,311,Negative,2418,426,465,1.568
TikTok,Story,Tech,Thursday,0,2,54850,13,520,Neutral,1242,170,317,3.153
YouTube,Text,Entertainment,Wednesday,0,11,399063,18,383,Negative,5367,876,872,1.783
Facebook,Carousel,Food,Wednesday,0,5,459514,0,455,Neutral,4939,335,934,1.351
TikTok,Image,Food,Thursday,0,6,492263,23,265,Negative,8857,938,1665,2.328
YouTube,Reel,Fitness,Saturday,1,12,50480,20,92,Neutral,1668,274,391,4.622
Facebook,Image,Food,Thursday,0,18,282751,0,261,Neutral,5355,551,1629,2.665
Twitter,Story,Entertainment,Saturday,1,14,311898,19,592,Neutral,3888,461,501,1.555
LinkedIn,Reel,Fitness,Monday,0,5,39994,6,471,Negative,669,129,101,2.247
Twitter,Story,Food,Saturday,1,17,475848,22,425,Negative,4083,677,341,1.072
Facebook,Video,Fashion,Thursday,0,16,51900,11,187,Negative,1073,153,216,2.779
YouTube,Image,Entertainment,Sunday,1,5,134730,6,363,Negative,1332,192,258,1.323
YouTube,Video,Fitness,Thursday,0,20,484266,15,377,Positive,15185,2879,2696,4.287
Twitter,Reel,Entertainment,Thursday,0,20,278271,13,395,Negative,5378,865,102,2.28
TikTok,Video,Food,Monday,0,14,339777,10,536,Negative,7415,621,2521,3.107
Twitter,Story,Tech,Saturday,1,7,247107,27,412,Positive,1071,144,275,0.603
TikTok,Image,Entertainment,Friday,0,8,376358,20,140,Negative,7509,628,960,2.417
LinkedIn,Image,Fashion,Sunday,1,10,41193,15,140,Neutral,783,63,241,2.638
Twitter,Video,Business,Monday,0,4,338043,7,375,Positive,4832,516,1163,1.926
Instagram,Reel,Fitness,Tuesday,0,7,33785,17,521,Positive,1339,201,271,5.359
LinkedIn,Text,Fashion,Sunday,1,3,90218,0,569,Neutral,751,121,61,1.034
Facebook,Carousel,Business,Monday,0,3,253369,27,369,Positive,1517,281,193,0.786
Facebook,Text,Tech,Thursday,0,17,224456,0,322,Negative,1408,157,139,0.759
Facebook,Text,Food,Wednesday,0,3,76695,21,491,Negative,447,51,52,0.717
YouTube,Text,Food,Sunday,1,11,399141,10,586,Negative,4871,408,968,1.565
Instagram,Text,Fitness,Saturday,1,10,151281,22,26,Neutral,1902,179,498,1.705
TikTok,Image,Travel,Sunday,1,1,433248,11,192,Neutral,10732,790,1584,3.025
YouTube,Video,Fitness,Wednesday,0,19,7989,0,206,Negative,192,34,5,2.886
Instagram,Text,Travel,Friday,0,23,119049,29,342,Negative,419,32,57,0.427
LinkedIn,Image,Business,Friday,0,15,148777,23,183,Positive,1847,328,435,1.754
LinkedIn,Carousel,Fashion,Sunday,1,16,298182,1,193,Neutral,6342,644,895,2.643
Twitter,Image,Business,Monday,0,5,200814,1,24,Negative,1705,220,192,1.054
TikTok,Reel,Tech,Sunday,1,20,78972,16,12,Negative,4457,727,113,6.708
Twitter,Image,Tech,Wednesday,0,18,285746,29,275,Negative,1435,279,226,0.679
Twitter,Image,Business,Monday,0,10,479159,17,598,Positive,8697,787,1149,2.219
Twitter,Text,Fashion,Friday,0,16,67266,0,184,Neutral,845,148,59,1.564
TikTok,Video,Business,Saturday,1,22,126476,21,151,Positive,7556,683,845,7.182
LinkedIn,Carousel,Tech,Monday,0,14,239506,13,166,Negative,5049,819,412,2.622
Twitter,Video,Fashion,Monday,0,4,363454,19,584,Neutral,3842,239,560,1.277
YouTube,Video,Entertainment,Sunday,1,7,68737,10,401,Positive,2750,378,519,5.306
TikTok,Reel,Fashion,Sunday,1,4,115940,0,395,Positive,2957,501,628,3.524
YouTube,Reel,Entertainment,Tuesday,0,7,117976,0,121,Negative,1876,333,278,2.108
TikTok,Video,Food,Sunday,1,21,308218,19,543,Negative,14162,2310,751,5.588
Twitter,Reel,Business,Sunday,1,4,41665,19,126,Negative,376,42,105,1.255
TikTok,Reel,Entertainment,Sunday,1,21,329802,9,580,Negative,16396,2788,1422,6.248
Facebook,Text,Tech,Tuesday,0,6,213021,2,571,Negative,1509,147,123,0.835
Facebook,Text,Food,Friday,0,11,164549,23,345,Negative,1251,110,138,0.911
Twitter,Story,Fitness,Sunday,1,12,431146,4,522,Negative,5482,343,1022,1.588
YouTube,Carousel,Entertainment,Sunday,1,3,409507,5,599,Negative,6670,599,876,1.989
LinkedIn,Carousel,Fashion,Friday,0,4,401570,14,352,Neutral,6408,552,1971,2.224
Twitter,Text,Fashion,Tuesday,0,7,442742,22,462,Negative,2411,366,335,0.703
Twitter,Story,Food,Monday,0,1,117337,30,358,Negative,235,19,48,0.257
Facebook,Reel,Fashion,Tuesday,0,18,427607,19,319,Positive,13726,1823,1243,3.927
LinkedIn,Image,Fashion,Monday,0,13,88407,29,207,Negative,318,27,83,0.484
Twitter,Carousel,Tech,Tuesday,0,20,165733,20,396,Neutral,2495,420,570,2.103
LinkedIn,Reel,Business,Monday,0,20,277981,26,167,Positive,5548,542,804,2.48
Twitter,Video,Business,Saturday,1,8,372297,5,124,Positive,8831,923,1657,3.065
Facebook,Story,Fashion,Friday,0,19,289046,1,172,Positive,3936,543,284,1.648
YouTube,Reel,Travel,Thursday,0,1,279965,20,16,Negative,4542,846,494,2.101
Twitter,Story,Fitness,Saturday,1,10,188544,30,560,Negative,333,60,10,0.214
Instagram,Image,Fitness,Wednesday,0,15,296517,22,161,Positive,3408,376,607,1.481
Twitter,Text,Entertainment,Wednesday,0,11,237815,10,481,Neutral,2281,404,105,1.173
LinkedIn,Text,Fitness,Tuesday,0,17,238973,15,266,Neutral,2811,387,281,1.456
Instagram,Text,Fitness,Thursday,0,20,293067,3,210,Neutral,4604,875,743,2.123
Facebook,Story,Tech,Tuesday,0,10,300330,10,144,Neutral,2009,142,540,0.896
Instagram,Carousel,Tech,Friday,0,6,165316,21,494,Negative,2556,163,343,1.852
LinkedIn,Text,Fitness,Sunday,1,13,68259,5,313,Neutral,830,65,235,1.656
TikTok,Reel,Entertainment,Thursday,0,20,150129,14,275,Neutral,7798,1264,630,6.456
YouTube,Reel,Food,Wednesday,0,23,204719,8,398,Neutral,6187,547,1838,4.187
Twitter,Reel,Fitness,Friday,0,19,80881,15,483,Neutral,2583,215,378,3.927
YouTube,Carousel,Fashion,Saturday,1,5,89247,23,396,Negative,940,139,203,1.437
Facebook,Story,Travel,Thursday,0,4,475519,27,286,Neutral,2634,486,218,0.702
